"Submission ID","Authors",
"1536","Chunqi Wang, Ji Zhang and Haiqing Chen",
"1537","Emma Strubell, Patrick Verga, Daniel Andor, David Weiss and Andrew McCallum",
"1538","Luke Melas-Kyriazi, Alexander Rush and George Han",
"1539","Hayato Kobayashi",
"1541","Olga Kovaleva, Anna Rumshisky and Alexey Romanov",
"1542","Sergey Edunov, Myle Ott, Michael Auli and David Grangier",
"1543","Daniel Kondratyuk, Tomáš Gavenčiak, Milan Straka and Jan Hajič",
"1544","Ori Shapira, David Gabay, Hadar Ronen, Judit Bar-Ilan, Yael Amsterdamer, Ani Nenkova and Ido Dagan",
"1549","Shraey Bhatia, Jey Han Lau and Timothy Baldwin",
"1553","Victoria Yaneva, Le An Ha, Richard Evans and Ruslan Mitkov",
"1554","Youngseo Son, Nipun Bayas and H. Andrew Schwartz",
"1562","Tao Lei, Yu Zhang, Sida I. Wang, Hui Dai and Yoav Artzi",
"1571","Ankur Bapna, Mia Chen, Orhan Firat, Yuan Cao and Yonghui Wu",
"1572","Changliang Li, Liang Li and Ji Qi",
"1574","Bailin Wang and Wei Lu",
"1575","Tsutomu Hirao, Hidetaka Kamigaito and Masaaki Nagata",
"1576","Mostafa Abdou, Artur Kulmizev, Vinit Ravishankar, Lasha Abzianidze and Johan Bos",
"1581","Yuval Pinter and Jacob Eisenstein",
"1583","Bailin Wang, Wei Lu, Yu Wang and Hongxia Jin",
"1586","Bo Li and Ping Cheng",
"1596","Yuchen Zhang and Nianwen Xue",
"1598","Canjia Li, Yingfei Sun, Ben He, Le Wang, Kai Hui, Andrew Yates, Le Sun and Jungang Xu",
"1600","Joern Wuebker, Patrick Simianer and John DeNero",
"1605","Alexis Conneau, Ruty Rinott, Guillaume Lample, Adina Williams, Samuel Bowman, Holger Schwenk and Veselin Stoyanov",
"1610","Rujun Han, Michael Gill, Arthur Spirling and Kyunghyun Cho",
"1611","Lifeng Jin, Finale Doshi-Velez, Timothy Miller, William Schuler and Lane Schwartz",
"1612","Da Tang, Xiujun Li, Jianfeng Gao, Chong Wang, Lihong Li and Tony Jebara",
"1613","Shikhar Vashishth, Rishabh Joshi, Sai Suman Prayaga, Chiranjib Bhattacharyya and Partha Talukdar",
"1617","Xingxing Zhang, Mirella Lapata, Furu Wei and Ming Zhou",
"1621","Yujia Bao, Shiyu Chang, Mo Yu and Regina Barzilay",
"1622","Xiangju Li, Kaisong Song, Shi Feng, Daling Wang and Yifei Zhang",
"1630","Seohyun Back, Seunghak Yu, Sathish Reddy Indurthi, Jihie Kim and Jaegul Choo",
"1631","Jingbo Shang, Liyuan Liu, Xiaotao Gu, Xiang Ren, Teng Ren and Jiawei Han",
"1634","Matthew Lamm, Arun Chaganty, Christopher D. Manning, Dan Jurafsky and Percy Liang",
"1642","Liangchen Luo, Jingjing Xu, Junyang Lin, Qi Zeng and Xu Sun",
"1648","Xiaodong Yu, Stephen Mayhew, Mark Sammons and Dan Roth",
"1649","Minjoon Seo, Tom Kwiatkowski, Ankur Parikh, Ali Farhadi and Hannaneh Hajishirzi",
"1650","Jie Lei, Licheng Yu, Mohit Bansal and Tamara Berg",
"1651","Yi Tay, Anh Tuan Luu, Siu Cheung Hui and Jian Su",
"1652","Iryna Haponchyk, Antonio Uva, Seunghak Yu, Olga Uryupina and Alessandro Moschitti",
"1659","Swayambhu Nath Ray, Shib Sankar Dasgupta and Partha Talukdar",
"1664","Dehong Ma, Sujian Li and Houfeng Wang",
"1666","Semih Yavuz, Chung-Cheng Chiu, Patrick Nguyen and Yonghui Wu",
"1668","James Ferguson, Janara Christensen, Edward Li and Edgar Gonzàlez",
"1669","Yi Tay, Anh Tuan Luu and Siu Cheung Hui",
"1673","Miikka Silfverberg and Mans Hulden",
"1677","Yi Tay, Anh Tuan Luu and Siu Cheung Hui",
"1691","Yi Tay, Anh Tuan Luu and Siu Cheung Hui",
"1694","Ramy Baly, Georgi Karadzhov, Dimitar Alexandrov, James Glass and Preslav Nakov",
"1699","Igor Labutov, Bishan Yang and Tom Mitchell",
"1702","Farzana Rashid and Eduardo Blanco",
"1708","Rachel Rudinger, Adam Teichert, Ryan Culkin, Sheng Zhang and Benjamin Van Durme",
"1714","Xingwu Sun, Jing Liu, Yajuan Lyu, Wei He, Yanjun Ma and Shi Wang",
"1719","Panupong Pasupat, Tian-Shun Jiang, Evan Liu, Kelvin Guu and Percy Liang",
"1720","Jiacheng Xu and Greg Durrett",
"1721","Nitish Gupta and Mike Lewis",
"1726","Abhijith Athreya Mysore Gopinath, Shomir Wilson and Norman Sadeh",
"1728","Anne Cocos, Veronica Wharton, Ellie Pavlick, Marianna Apidianaki and Chris Callison-Burch",
"1731","Aditya Siddhant and Zachary C. Lipton",
"1733","Natalie Schluter",
"1735","Dongyeop Kang, Tushar Khot, Ashish Sabharwal and Peter Clark",
"1738","Katherine Keith and Brendan O'Connor",
"1740","Kangyan Zhou, Shrimai Prabhumoye and Alan W Black",
"1741","Kevin Clark, Minh-Thang Luong, Christopher D. Manning and Quoc Le",
"1744","Carina Silberer and Manfred Pinkal",
"1745","Marco Cognetta, Yo-Sub Han and Soon Chan Kwon",
"1746","Sanqiang Zhao, Rui Meng, Daqing He, Andi Saptono and Bambang Parmanto",
"1751","Dhivya Chinnappa and Eduardo Blanco",
"1755","Saurabh Garg, Tanmay Parekh and Preethi Jyothi",
"1759","Ge Shi, Chong Feng, Lifu Huang, Boliang Zhang, Heng Ji, Lejian Liao and Heyan Huang",
"1762","Shanshan Zhang, Lihong He, Slobodan Vucetic and Eduard Dragut",
"1763","Lisa Anne Hendricks, Oliver Wang, Eli Shechtman, Josef Sivic, Trevor Darrell and Bryan Russell",
"1766","Jesse Dunietz, Jaime Carbonell and Lori Levin",
"1773","Rebecca Knowles and Philipp Koehn",
"1774","Yucheng Wang, Zhongyu Wei, Yaqian Zhou and Xuanjing Huang",
"1776","Nathan Greenberg, Trapit Bansal, Patrick Verga and Andrew McCallum",
"1778","Wojciech Kryściński, Romain Paulus, Caiming Xiong and Richard Socher",
"1779","Janarthanan Rajendran, Jatin Ganhotra, Satinder Singh and Lazaros Polymenakos",
"1781","Jiang Guo, Darsh Shah and Regina Barzilay",
"1790","Hongyu Gong, Jiaqi Mu, Suma Bhat and Pramod Viswanath",
"1791","Semih Yavuz, Izzeddin Gur, Yu Su and Xifeng Yan",
"1792","Paul Pu Liang, Ziyin Liu, AmirAli Bagher Zadeh and Louis-Philippe Morency",
"1793","Haoyue Shi, Hao Zhou, Jiaze Chen and Lei Li",
"1797","Y. Alex Kolchinski and Christopher Potts",
"1799","Rebecca Marvin and Tal Linzen",
"1818","Jingjing Xu, Xuancheng Ren, Junyang Lin and Xu Sun",
"1821","Jingjing Gong, Xipeng Qiu, Xinchi Chen, Dong Liang and Xuanjing Huang",
"1822","Shaohua Yang, Qiaozi Gao, Sari Sadiya and Joyce Chai",
"1824","Deepanway Ghosal, Md Shad Akhtar, Dushyant Chauhan, Soujanya Poria, Asif Ekbal and Pushpak Bhattacharyya",
"1837","Alexey Romanov and Chaitanya Shivade",
"1845","Jingyuan Chen, Xinpeng Chen, Lin Ma, Zequn Jie and Tat-Seng Chua",
"1846","Mingda Chen, Qingming Tang, Karen Livescu and Kevin Gimpel",
"1848","Ruidan He, Wee Sun Lee, Hwee Tou Ng and Daniel Dahlmeier",
"1849","Anusri Pampari, Preethi Raghavan, Jennifer Liang and Jian Peng",
"1854","Sonal Gupta, Rushin Shah, Mrinal Mohit, Anuj Kumar and Mike Lewis",
"1858","Yizhong Wang, Sujian Li and Jingfeng Yang",
"1860","Aditi Chaudhary, Chunting Zhou, Lori Levin, Graham Neubig, David R. Mortensen and Jaime Carbonell",
"1869","Minghua Zhang, Yunfang Wu, Weikang Li and Wei Li",
"1870","Tom Bosc and Pascal Vincent",
"1877","Qile Zhu, Zheng Feng and Xiaolin Li",
"1879","Zijian Wang and David Jurgens",
"1880","Shyam Upadhyay, Nitish Gupta and Dan Roth",
"1891","Lingfei Wu, Ian En-Hsu Yen, Kun Xu, Fangli Xu, Avinash Balakrishnan, Pin-Yu Chen, Pradeep Ravikumar and Michael J. Witbrock",
"1894","Shyam Upadhyay, Jordan Kodner and Dan Roth",
"1898","Shib Sankar Dasgupta, Swayambhu Nath Ray and Partha Talukdar",
"1900","Harsh Jhamtani and Taylor Berg-Kirkpatrick",
"1903","Serina Chang, Ruiqi Zhong, Ethan Adams, Fei-Tzin Lee, Siddharth Varia, Desmond Patton, William Frey, Chris Kedzie and Kathy McKeown",
"1904","Divyansh Kaushik and Zachary C. Lipton",
"1911","Haoxi Zhong, Guo Zhipeng, Cunchao Tu, Chaojun Xiao, Zhiyuan Liu and Maosong Sun",
"1924","Yubo Chen, Hang Yang, Kang Liu, Jun Zhao and Yantao Jia",
"1925","Qian Cao and Deyi Xiong",
"1928","Eric Chu, Prashanth Vijayaraghavan and Deb Roy",
"1947","Yi Luan, Luheng He, Mari Ostendorf and Hannaneh Hajishirzi",
"1948","Ndapa Nakashole",
"1951","Candace Ross, Andrei Barbu, Yevgeni Berzak, Battushig Myanganbayar and Boris Katz",
"1952","Xinwei Geng, Xiaocheng Feng, Bing Qin and Ting Liu",
"1962","Yihong Gu, Jun Yan, Hao Zhu, Zhiyuan Liu, Ruobing Xie, Maosong Sun, Fen Lin and Leyu Lin",
"1973","Ben Zhou, Daniel Khashabi, Chen-Tse Tsai and Dan Roth",
"1975","Yaushian Wang and Hung-yi Lee",
"1989","Lisa Bauer, Yicheng Wang and Mohit Bansal",
"1996","Thuy-Trang Vu and Gholamreza Haffari",
"1998","Xiaoxue Zang, Ashwini Pokle, Marynel Vázquez, Kevin Chen, Juan Carlos Niebles, Alvaro Soto and Silvio Savarese",
"2001","Hao Peng, Roy Schwartz, Sam Thomson and Noah A. Smith",
"2004","Sotiris Lamprinidis, Daniel Hardt and Dirk Hovy",
"2005","Nikita Moghe, Siddhartha Arora, Suman Banerjee and Mitesh M. Khapra",
"2009","Sho Yokoi, Sosuke Kobayashi, Kenji Fukumizu, Jun Suzuki and Kentaro Inui",
"2015","Zhilin Yang, Peng Qi, Saizheng Zhang, Yoshua Bengio, William Cohen, Ruslan Salakhutdinov and Christopher D. Manning",
"2016","Jing Qian, Mai ElSherief, Elizabeth Belding and William Yang Wang",
"2020","Rowan Zellers, Yonatan Bisk, Roy Schwartz and Yejin Choi",
"2025","Sam Wiseman, Stuart Shieber and Alexander Rush",
"2030","Graham Neubig and Junjie Hu",
"2032","Jing Chen, Qingcai Chen, Xin Liu, Haijun Yang, Daohe Lu and Buzhou Tang",
"2036","Wenpeng Yin and Dan Roth",
"2039","Preksha Nema and Mitesh M. Khapra",
"2043","Haitian Sun, Bhuwan Dhingra, Manzil Zaheer, Kathryn Mazaitis, Ruslan Salakhutdinov and William Cohen",
"2045","Yafang Huang and Hai Zhao",
"2051","Shi Feng, Eric Wallace, Alvin Grissom II, Mohit Iyyer, Pedro Rodriguez and Jordan Boyd-Graber",
"2056","Jiacheng Zhang, Huanbo Luan, Maosong Sun, Feifei Zhai, Jingfang Xu, Min Zhang and Yang Liu",
"2060","Swabha Swayamdipta, Sam Thomson, Kenton Lee, Luke Zettlemoyer, Chris Dyer and Noah A. Smith",
"2064","Wen Zhang, Liang Huang, Yang Feng, Lei Shen and Qun Liu",
"2066","Yilin Yang, Liang Huang and Mingbo Ma",
"2067","Dipendra Misra, Andrew Bennett, Valts Blukis, Eyvind Niklasson, Max Shatkhin and Yoav Artzi",
"2071","Zhiyi Luo, Shanshan Huang, Frank F. Xu, Bill Yuchen Lin, Hanyuan Shi and Kenny Zhu",
"2073","Zhijiang Guo and Wei Lu",
"2074","Anna Rohrbach, Lisa Anne Hendricks, Kaylee Burns, Trevor Darrell and Kate Saenko",
"2075","Ge Gao, Eunsol Choi, Yejin Choi and Luke Zettlemoyer",
"2076","Shamil Chollampatt and Hwee Tou Ng",
"2087","Zach Wood-Doughty, Ilya Shpitser and Mark Dredze",
"2091","Yimeng Zhuang, Jinghui Xie, Yinhe Zheng and Xuan Zhu",
"2092","Kalpesh Krishna, Preethi Jyothi and Mohit Iyyer",
"2098","Akshay Srivatsan, Zachary Wojtowicz and Taylor Berg-Kirkpatrick",
"2100","Huang Hu, Xianchao Wu, Bingfeng Luo, Chongyang Tao, Can Xu, wei wu and Zhan Chen",
"2103","Noah Weber, Leena Shekhar, Niranjan Balasubramanian and Nate Chambers",
"2107","Mohammadzaman Zamani, H. Andrew Schwartz, Veronica Lynn, Salvatore Giorgi and Niranjan Balasubramanian",
"2115","Zhichun Wang, Qingsong Lv, Xiaohan Lan and Yu Zhang",
"2117","Liyuan Liu, Xiang Ren, Jingbo Shang, Xiaotao Gu, Jian Peng and Jiawei Han",
"2122","Fanchao Qi, Yankai Lin, Maosong Sun, Hao Zhu, Ruobing Xie and Zhiyuan Liu",
"2127","Spandana Gella, Mike Lewis and Marcus Rohrbach",
"2133","Todor Mihaylov, Peter Clark, Tushar Khot and Ashish Sabharwal",
"2134","Souvik Kundu and Hwee Tou Ng",
"2138","Wei Wei, Quoc Le, Andrew Dai and Jia Li",
"2139","Paul Michel and Graham Neubig",
"2140","Richong Zhang, Zhiyuan Hu, Hongyu Guo and Yongyi Mao",
"2142","Jiaxin Pei and Chenliang Li",
"2143","David Mueller and Greg Durrett",
"2146","Shaobo Liu, Rui Cheng, Xiaoming Yu and Xueqi Cheng",
"2149","Nadezhda Chirkova, Ekaterina Lobacheva and Dmitry Vetrov",
"2160","Eric Holgate, Isabel Cachola, Daniel Preoţiuc-Pietro and Junyi Jessy Li",
"2164","Chris Kedzie, Kathleen McKeown and Hal Daume III",
"2165","Phu Mon Htut, Kyunghyun Cho and Samuel Bowman",
"2168","Kateryna Tymoshenko and Alessandro Moschitti",
"2177","Eunsol Choi, He He, Mohit Iyyer, Mark Yatskar, Wen-tau Yih, Yejin Choi, Percy Liang and Luke Zettlemoyer",
"2179","Zhanming Jie and Wei Lu",
"2181","Jeffrey Lund, Stephen Cowley, Wilson Fearn, Emily Hales and Kevin Seppi",
"2183","Gozde Gul Sahin and Mark Steedman",
"2187","Mingyang Zhou, Runxiang Cheng, Yong Jae Lee and Zhou Yu",
"2190","Xu Han, Hao Zhu, Pengfei Yu, Ziyun Wang, Yuan Yao, Zhiyuan Liu and Maosong Sun",
"2197","Massimo Nicosia and Alessandro Moschitti",
"2198","Anjalie Field, Doron Kliger, Shuly Wintner, Jennifer Pan, Dan Jurafsky and Yulia Tsvetkov",
"2199","Ahmed Elgohary, Chen Zhao and Jordan Boyd-Graber",
"2201","Xi Victoria Lin, Richard Socher and Caiming Xiong",
"2208","Yingwei Xin, Ethan Hart, Vibhuti Mahajan and Jean David Ruvini",
"2214","Dipendra Misra, Ming-Wei Chang, Xiaodong He and Wen-tau Yih",
"2217","Dingquan Wang and Jason Eisner",
"2221","Gabriel Stanovsky and Mark Hopkins",
"2226","Liliang Ren, Kaige Xie, Lu Chen and Kai Yu",
"2230","Renjie Zheng, Mingbo Ma and Liang Huang",
"2236","Joo-Kyung Kim and Young-Bum Kim",
"2240","Cornelia Caragea, Liviu P. Dinu and Bogdan Dumitru",
"2242","Fangfang Zhang, Jin-ge Yao and Rui Yan",
"2244","Kangqi Luo, Fengli Lin, Xusheng Luo and Kenny Zhu",
"2249","Tao Ge, Qing Dou, Heng Ji, Lei Cui, Baobao Chang, Zhifang Sui, Furu Wei and Ming Zhou",
"2250","Zi Lin, Yuguang Duan, Yuanyuan Zhao, Weiwei Sun and Xiaojun Wan",
"2264","Mohammad Golam Sohrab and Makoto Miwa",
"2267","Jinman Zhao, Sidharth Mudgal and Yingyu Liang",
"2268","Jiateng Xie, Zhilin Yang, Graham Neubig, Noah A. Smith and Jaime Carbonell",
"2269","Yunsu Kim, Jiahui Geng and Hermann Ney",
"2282","Kelsey Ball and Dan Garrette",
"2298","Brendan Shillingford and Oiwi Parker Jones",
"2299","Reza Ghaeini, Xiaoli Fern and Prasad Tadepalli",
"2300","He He, Derek Chen, Anusha Balakrishnan and Percy Liang",
"2304","Colin Cherry, George Foster, Ankur Bapna, Orhan Firat and Wolfgang Macherey",
"2312","Aida Nematzadeh, Kaylee Burns, Erin Grant, Alison Gopnik and Tom Griffiths",
"2326","Rohil Verma, Samuel Kim and David Walter",
"1446-TACL","Yan Shao, Christian Hardmeier, Joakim Nivre"
"1346-TACL","Sanjeev Arora, Yuanzhi Li, Yingyu Liang, Tengyu Ma, Andrej Risteski"
"1420-TACL","Christo Kirov, Ryan Cotterell"
"1396-TACL",Aaron Jaech and Mari Ostendorf
"1413-TACL","Xilun Chen, Yu Sun, Ben Athiwaratkun, Claire Cardie, Kilian Weinberger"
"1424-TACL","Niu, Tong  and Bansal, Mohit"
"1425-TACL",Dingquan Wang and Jason Eisner
"1199-TACL",Jiangming Liu and Yue Zhang
"1379-TACL","Daniela Gerz, Ivan Vulić, Edoardo Maria Ponti, Jason Naradowsky, Roi Reichart, Anna Korhonen"
"1430-TACL","Silviu Paun, Bob Carpenter, Jon Chamberlain, Dirk Hovy, Udo Kruschwitz, Massimo Poesio"
"7-demo","Md Iftekhar Tanveer and Ferhan Ture",
"8-demo","Pengcheng Yin and Graham Neubig",
"10-demo","Longxu Dou, Guanghui Qin, Jinpeng Wang, Jin-Ge Yao and Chin-Yew Lin",
"15-demo","Jonathan Mamou, Oren Pereg, Moshe Wasserblat, Alon Eirew, Yael Green, Shira Guskin, Peter Izsak and Daniel Korat",
"18-demo","Berke Özenç, Razieh Ehsani and Ercan Solak",
"21-demo","Ekaterina Loginova and Günter Neumann",
"25-demo","Shusen Liu, Tao Li, Zhimin Li, Vivek Srikumar, Valerio Pascucci and Peer-Timo Bremer",
"29-demo","Heike Adel, Laura Ana Maria Bostan, Sean Papay, Sebastian Padó and Roman Klinger",
"32-demo","Seid Muhie Yimam and Chris Biemann",
"33-demo","Arseny Tolmachev, Daisuke Kawahara and Sadao Kurohashi",
"35-demo","Yamen Ajjour, Henning Wachsmuth, Dora Kiesel, Patrick Riehmann, Fan Fan, Giuliano Castiglia, Rosemary Adejoh, Bernd Fröhlich and Benno Stein",
"38-demo","Taku Kudo and John Richardson",
"39-demo","Qiang Ning, Ben Zhou, Zhili Feng, Haoruo Peng and Dan Roth",
"44-demo","Gregor Wiedemann, Seid Muhie Yimam and Chris Biemann",
"49-demo","Jan-Thorsten Peter, Eugen Beck and Hermann Ney",
"53-demo","Egor Lakomkin, Sven Magg, Cornelius Weber and Stefan Wermter",
"56-demo","Ni Zhang, Tongtao Zhang, Indrani Bhattacharya, Heng Ji and Rich Radke",
"58-demo","Michael Boratko, Harshit Padigela, Divyendra Mikkilineni, Pritish Yuvraj, Rajarshi Das, Andrew McCallum, Maria Chang, Achille Fokoue, Pavan Kapanipathi, Nicholas Mattei, Ryan Musa, Kartik Talamadupula and Michael Witbrock",
"59-demo","Minh-Quoc Nghiem and Sophia Ananiadou",
"61-demo","Daniil Sorokin and Iryna Gurevych",
"62-demo","Ajay Patel, Alexander Sands, Chris Callison-Burch and Marianna Apidianaki",
"63-demo","Beto Boullosa, Richard Eckart de Castilho, Naveen Kumar, Jan-Christoph Klie and Iryna Gurevych",
"65-demo","Xiaolin Wang, Masao Utiyama and Eiichiro Sumita",
"67-demo","Xu Han, Shulin Cao, Xin Lv, Yankai Lin, Zhiyuan Liu, Maosong Sun and Juanzi Li",
"69-demo","Igor Labutov, Shashank Srivastava and Tom Mitchell",
"70-demo","Antoine Raux, Yi Ma, Paul Yang and Felicia Wong",
"71-demo","Arushi Raghuvanshi, Lucien Carroll and Karthik Raghunathan",
"75-demo","Raghuram Vadapalli, Bakhtiyar Syed, Nishant Prabhu, Balaji Vasan Srinivasan and Vasudeva Varma",
"77-demo","Daniel Cer, Yinfei Yang, Sheng-yi Kong, Nan Hua, Nicole Limtiaco, Rhomni St. John, Noah Constant, Mario Guajardo-Cespedes, Steve Yuan, Chris Tar, Brian Strope and Ray Kurzweil",
